relative_path,section_number,section_title,lesson_number,lesson_title,source_type,recommended_scope,visible_to_student,allowed_for_indexing,status,destination_level,suggested_endpoint,requires_reindex,internal_context,lesson_id_real,mapped_state,action,notes
leccion_0_2_tu_oido_miente/03_momentos_clase.md,1,SECCIÓN 0: El sistema de decisión,0.2,Tu oído miente: percepción y nivel de escucha,moments,block,False,True,approved_for_ingestion,lesson,"add_single_document (docker exec, acotado) -> Chroma",True,True,SEC2-R56,MAPPED,INDEX_lesson,
leccion_0_2_tu_oido_miente/04_glosario.md,1,SECCIÓN 0: El sistema de decisión,0.2,Tu oído miente: percepción y nivel de escucha,glossary,lesson,True,True,approved_for_ingestion,lesson,"add_single_document (docker exec, acotado) -> Chroma",True,False,SEC2-R56,MAPPED,INDEX_lesson,
leccion_0_2_tu_oido_miente/05_preguntas_frecuentes.md,1,SECCIÓN 0: El sistema de decisión,0.2,Tu oído miente: percepción y nivel de escucha,faq,lesson,True,True,approved_for_ingestion,lesson,"add_single_document (docker exec, acotado) -> Chroma",True,False,SEC2-R56,MAPPED,INDEX_lesson,
leccion_0_2_tu_oido_miente/06_actividad_practica.md,1,SECCIÓN 0: El sistema de decisión,0.2,Tu oído miente: percepción y nivel de escucha,activity,lesson,True,True,approved_for_ingestion,lesson,"add_single_document (docker exec, acotado) -> Chroma",True,False,SEC2-R56,MAPPED,INDEX_lesson,
leccion_0_2_tu_oido_miente/07_rubrica_actividad.md,1,SECCIÓN 0: El sistema de decisión,0.2,Tu oído miente: percepción y nivel de escucha,rubric,lesson,True,True,approved_for_ingestion,lesson,"add_single_document (docker exec, acotado) -> Chroma",True,False,SEC2-R56,MAPPED,INDEX_lesson,
leccion_0_2_tu_oido_miente/08_recursos_manifest.md,1,SECCIÓN 0: El sistema de decisión,0.2,Tu oído miente: percepción y nivel de escucha,resource_manifest,lesson,True,True,approved_for_ingestion,lesson,"add_single_document (docker exec, acotado) -> Chroma",True,False,SEC2-R56,MAPPED,INDEX_lesson,
leccion_0_2_tu_oido_miente/09_atribuciones.md,1,SECCIÓN 0: El sistema de decisión,0.2,Tu oído miente: percepción y nivel de escucha,attribution,lesson,True,True,approved_for_ingestion,lesson,"add_single_document (docker exec, acotado) -> Chroma",True,False,SEC2-R56,MAPPED,INDEX_lesson,
leccion_0_2_tu_oido_miente/10_prompt_evaluacion.md,1,SECCIÓN 0: El sistema de decisión,0.2,Tu oído miente: percepción y nivel de escucha,evaluation_prompt,lesson,False,False,excluded_evaluation,none,n/a,False,False,SEC2-R56,MAPPED,EXCLUDE_never_index,No indexable (eval/QA/operativo/recursos_externos).
leccion_0_3_monitores_y_auriculares/01_contenido_canonico.md,1,SECCIÓN 0: El sistema de decisión,0.3,Monitores y auriculares: trabajar con lo que tienes,canonical,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_3_monitores_y_auriculares/02_guia_tutor_ia.md,1,SECCIÓN 0: El sistema de decisión,0.3,Monitores y auriculares: trabajar con lo que tienes,tutor_guide,lesson,False,True,approved_for_ingestion,lesson,n/a,False,True,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_3_monitores_y_auriculares/03_momentos_clase.md,1,SECCIÓN 0: El sistema de decisión,0.3,Monitores y auriculares: trabajar con lo que tienes,moments,block,False,True,approved_for_ingestion,lesson,n/a,False,True,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_3_monitores_y_auriculares/04_glosario.md,1,SECCIÓN 0: El sistema de decisión,0.3,Monitores y auriculares: trabajar con lo que tienes,glossary,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_3_monitores_y_auriculares/05_preguntas_frecuentes.md,1,SECCIÓN 0: El sistema de decisión,0.3,Monitores y auriculares: trabajar con lo que tienes,faq,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_3_monitores_y_auriculares/06_actividad_practica.md,1,SECCIÓN 0: El sistema de decisión,0.3,Monitores y auriculares: trabajar con lo que tienes,activity,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_3_monitores_y_auriculares/07_rubrica_actividad.md,1,SECCIÓN 0: El sistema de decisión,0.3,Monitores y auriculares: trabajar con lo que tienes,rubric,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_3_monitores_y_auriculares/08_recursos_manifest.md,1,SECCIÓN 0: El sistema de decisión,0.3,Monitores y auriculares: trabajar con lo que tienes,resource_manifest,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_3_monitores_y_auriculares/09_atribuciones.md,1,SECCIÓN 0: El sistema de decisión,0.3,Monitores y auriculares: trabajar con lo que tienes,attribution,lesson,False,True,approved_for_ingestion,lesson,n/a,False,True,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_3_monitores_y_auriculares/10_prompt_evaluacion.md,1,SECCIÓN 0: El sistema de decisión,0.3,Monitores y auriculares: trabajar con lo que tienes,evaluation_prompt,lesson,False,False,excluded_evaluation,none,n/a,False,False,,pending_lesson_mapping,EXCLUDE_never_index,No indexable (eval/QA/operativo/recursos_externos).
leccion_0_4_anatomia_universal_mixer_ruteo/01_contenido_canonico.md,1,SECCIÓN 0: El sistema de decisión,0.4,Anatomía universal del mixer: ruteo,canonical,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_4_anatomia_universal_mixer_ruteo/02_guia_tutor_ia.md,1,SECCIÓN 0: El sistema de decisión,0.4,Anatomía universal del mixer: ruteo,tutor_guide,lesson,False,True,approved_for_ingestion,lesson,n/a,False,True,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_4_anatomia_universal_mixer_ruteo/03_momentos_clase.md,1,SECCIÓN 0: El sistema de decisión,0.4,Anatomía universal del mixer: ruteo,moments,block,False,True,approved_for_ingestion,lesson,n/a,False,True,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_4_anatomia_universal_mixer_ruteo/04_glosario.md,1,SECCIÓN 0: El sistema de decisión,0.4,Anatomía universal del mixer: ruteo,glossary,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_4_anatomia_universal_mixer_ruteo/05_preguntas_frecuentes.md,1,SECCIÓN 0: El sistema de decisión,0.4,Anatomía universal del mixer: ruteo,faq,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_4_anatomia_universal_mixer_ruteo/06_actividad_practica.md,1,SECCIÓN 0: El sistema de decisión,0.4,Anatomía universal del mixer: ruteo,activity,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_4_anatomia_universal_mixer_ruteo/07_rubrica_actividad.md,1,SECCIÓN 0: El sistema de decisión,0.4,Anatomía universal del mixer: ruteo,rubric,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_4_anatomia_universal_mixer_ruteo/08_recursos_manifest.md,1,SECCIÓN 0: El sistema de decisión,0.4,Anatomía universal del mixer: ruteo,resource_manifest,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_4_anatomia_universal_mixer_ruteo/09_atribuciones.md,1,SECCIÓN 0: El sistema de decisión,0.4,Anatomía universal del mixer: ruteo,attribution,lesson,False,True,approved_for_ingestion,lesson,n/a,False,True,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_4_anatomia_universal_mixer_ruteo/10_prompt_evaluacion.md,1,SECCIÓN 0: El sistema de decisión,0.4,Anatomía universal del mixer: ruteo,evaluation_prompt,lesson,False,False,excluded_evaluation,none,n/a,False,False,,pending_lesson_mapping,EXCLUDE_never_index,No indexable (eval/QA/operativo/recursos_externos).
leccion_0_5_gain_staging/01_contenido_canonico.md,1,SECCIÓN 0: El sistema de decisión,0.5,Gain Staging: el cimiento de toda la cadena,canonical,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_5_gain_staging/02_guia_tutor_ia.md,1,SECCIÓN 0: El sistema de decisión,0.5,Gain Staging: el cimiento de toda la cadena,tutor_guide,lesson,False,True,approved_for_ingestion,lesson,n/a,False,True,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_5_gain_staging/03_momentos_clase.md,1,SECCIÓN 0: El sistema de decisión,0.5,Gain Staging: el cimiento de toda la cadena,moments,block,False,True,approved_for_ingestion,lesson,n/a,False,True,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_5_gain_staging/04_glosario.md,1,SECCIÓN 0: El sistema de decisión,0.5,Gain Staging: el cimiento de toda la cadena,glossary,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_5_gain_staging/05_preguntas_frecuentes.md,1,SECCIÓN 0: El sistema de decisión,0.5,Gain Staging: el cimiento de toda la cadena,faq,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_5_gain_staging/06_actividad_practica.md,1,SECCIÓN 0: El sistema de decisión,0.5,Gain Staging: el cimiento de toda la cadena,activity,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_5_gain_staging/07_rubrica_actividad.md,1,SECCIÓN 0: El sistema de decisión,0.5,Gain Staging: el cimiento de toda la cadena,rubric,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_5_gain_staging/08_recursos_manifest.md,1,SECCIÓN 0: El sistema de decisión,0.5,Gain Staging: el cimiento de toda la cadena,resource_manifest,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_5_gain_staging/09_atribuciones.md,1,SECCIÓN 0: El sistema de decisión,0.5,Gain Staging: el cimiento de toda la cadena,attribution,lesson,False,True,approved_for_ingestion,lesson,n/a,False,True,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_5_gain_staging/10_prompt_evaluacion.md,1,SECCIÓN 0: El sistema de decisión,0.5,Gain Staging: el cimiento de toda la cadena,evaluation_prompt,lesson,False,False,excluded_evaluation,none,n/a,False,False,,pending_lesson_mapping,EXCLUDE_never_index,No indexable (eval/QA/operativo/recursos_externos).
leccion_0_6_nativos_vs_emulaciones/01_contenido_canonico.md,1,SECCIÓN 0: El sistema de decisión,0.6,Nativos vs emulaciones analógicas: la matriz de decisión,canonical,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_6_nativos_vs_emulaciones/02_guia_tutor_ia.md,1,SECCIÓN 0: El sistema de decisión,0.6,Nativos vs emulaciones analógicas: la matriz de decisión,tutor_guide,lesson,False,True,approved_for_ingestion,lesson,n/a,False,True,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_6_nativos_vs_emulaciones/03_momentos_clase.md,1,SECCIÓN 0: El sistema de decisión,0.6,Nativos vs emulaciones analógicas: la matriz de decisión,moments,block,False,True,approved_for_ingestion,lesson,n/a,False,True,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_6_nativos_vs_emulaciones/04_glosario.md,1,SECCIÓN 0: El sistema de decisión,0.6,Nativos vs emulaciones analógicas: la matriz de decisión,glossary,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_6_nativos_vs_emulaciones/05_preguntas_frecuentes.md,1,SECCIÓN 0: El sistema de decisión,0.6,Nativos vs emulaciones analógicas: la matriz de decisión,faq,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_6_nativos_vs_emulaciones/06_actividad_practica.md,1,SECCIÓN 0: El sistema de decisión,0.6,Nativos vs emulaciones analógicas: la matriz de decisión,activity,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_6_nativos_vs_emulaciones/07_rubrica_actividad.md,1,SECCIÓN 0: El sistema de decisión,0.6,Nativos vs emulaciones analógicas: la matriz de decisión,rubric,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_6_nativos_vs_emulaciones/08_recursos_manifest.md,1,SECCIÓN 0: El sistema de decisión,0.6,Nativos vs emulaciones analógicas: la matriz de decisión,resource_manifest,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_6_nativos_vs_emulaciones/09_atribuciones.md,1,SECCIÓN 0: El sistema de decisión,0.6,Nativos vs emulaciones analógicas: la matriz de decisión,attribution,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_6_nativos_vs_emulaciones/10_prompt_evaluacion.md,1,SECCIÓN 0: El sistema de decisión,0.6,Nativos vs emulaciones analógicas: la matriz de decisión,evaluation_prompt,lesson,False,False,excluded_evaluation,none,n/a,False,False,,pending_lesson_mapping,EXCLUDE_never_index,No indexable (eval/QA/operativo/recursos_externos).
leccion_0_7_checklist_sesion_lista/01_contenido_canonico.md,1,SECCIÓN 0: El sistema de decisión,0.7,Checklist de sesión lista para mezclar,canonical,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_7_checklist_sesion_lista/02_guia_tutor_ia.md,1,SECCIÓN 0: El sistema de decisión,0.7,Checklist de sesión lista para mezclar,tutor_guide,lesson,False,True,approved_for_ingestion,lesson,n/a,False,True,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_7_checklist_sesion_lista/03_momentos_clase.md,1,SECCIÓN 0: El sistema de decisión,0.7,Checklist de sesión lista para mezclar,moments,block,False,True,approved_for_ingestion,lesson,n/a,False,True,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_7_checklist_sesion_lista/04_glosario.md,1,SECCIÓN 0: El sistema de decisión,0.7,Checklist de sesión lista para mezclar,glossary,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_7_checklist_sesion_lista/05_preguntas_frecuentes.md,1,SECCIÓN 0: El sistema de decisión,0.7,Checklist de sesión lista para mezclar,faq,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_7_checklist_sesion_lista/06_actividad_practica.md,1,SECCIÓN 0: El sistema de decisión,0.7,Checklist de sesión lista para mezclar,activity,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_7_checklist_sesion_lista/07_rubrica_actividad.md,1,SECCIÓN 0: El sistema de decisión,0.7,Checklist de sesión lista para mezclar,rubric,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_7_checklist_sesion_lista/08_recursos_manifest.md,1,SECCIÓN 0: El sistema de decisión,0.7,Checklist de sesión lista para mezclar,resource_manifest,lesson,True,True,approved_for_ingestion,lesson,n/a,False,False,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_7_checklist_sesion_lista/09_atribuciones.md,1,SECCIÓN 0: El sistema de decisión,0.7,Checklist de sesión lista para mezclar,attribution,lesson,False,True,approved_for_ingestion,lesson,n/a,False,True,,pending_lesson_mapping,HOLD_pending_lesson_mapping,"Lección sin lección real en el sistema; retenida, no indexada."
leccion_0_7_checklist_sesion_lista/10_prompt_evaluacion.md,1,SECCIÓN 0: El sistema de decisión,0.7,Checklist de sesión lista para mezclar,evaluation_prompt,lesson,False,False,excluded_evaluation,none,n/a,False,False,,pending_lesson_mapping,EXCLUDE_never_index,No indexable (eval/QA/operativo/recursos_externos).
